INCIDENCECODE,LABEL,INCIDENCEDATE,GTICODE
3174623524090_1,zidane,2016-07-12 08:19:34,8.36.1500.10 P
3184431623089_1,órganos,2016-07-25 11:07:23,8.23.1500.30 I
3195131444863,volvía,2016-06-09 12:55:57,8.27.1593.30 E
3195798495405,teníamos,2016-07-07 14:13:58,8.33.1501.30 H
3196656004317,viernes,2016-09-02 19:33:47,M0056MCX0006
3196956107693_1,xunta,2016-06-10 11:10:11,8.26.1505.10 K
3196956107693_2,últimas,2016-06-10 11:10:11,8.26.1505.10 K
3196956107693_3,utilicen,2016-06-10 11:10:11,8.26.1505.10 K
3198393220064_1,últimas,2016-09-13 18:23:01,8.21.1510.10 G
3203826994832,volara,2016-05-19 12:56:40,8.43.1542.30 M
3204360560084,volara,2016-06-27 22:00:09,8.32.1549.30 J
3205871440265_0,órganos,2016-05-17 18:13:30,M0047MCX0006
3205871440265_1,traumatizó,2016-05-17 18:13:30,M0047MCX0006
3205871440265_2,ángel,2016-05-17 18:13:30,M0047MCX0006
3205871440265_3,últimas,2016-05-17 18:13:30,M0047MCX0006
3206348259145,tribunal,2016-10-04 10:30:25,8.52.1501.30 G
3206689637561,últimas,2016-09-14 13:51:00,M0057MCX0005
3214050431237,volvía,2016-09-23 08:18:32,8.21.1516.30 J
3232691226160,volvía,2016-04-27 14:11:34,8.29.1507.30 K
3239487775725_1,últimas,2016-04-11 14:04:18,8.29.1507.30 K
3239487775725_2,teníamos,2016-04-11 14:04:18,8.29.1507.30 K
3239487775725_3,utilizándose,2016-04-11 14:04:18,8.29.1507.30 K
3248696399715_0,ver,2016-06-22 08:16:26,M0046MCX0052
3248696399715_1,ver,2016-06-22 08:16:26,M0046MCX0052
3249977575350,última,2016-08-07 13:14:48,8.28.1318.30 M
3250139736372,órganos,2016-10-10 11:23:43,8.28.1307.20 K
3255949467679,volara,2016-08-31 09:58:18,8.27.1562.30 J
3257300937221,tribunal,2016-06-10 20:55:22,8.29.1504.10 L
3259624511337_0,vuelve,2016-09-14 14:24:40,8.35.1504.30 M
3259624511337_1,volar,2016-09-14 14:24:40,8.35.1504.30 M
3259624511337_2,ángel,2016-09-14 14:24:40,8.35.1504.30 M
326986242397,volvía,2016-05-06 12:02:27,8.48.1500.10 I
3276624651632,órganos,2016-06-13 22:23:10,8.27.1536.10 F
3280103374787,últimas,2016-05-03 08:10:19,8.21.1521.10 C
3281168091403_0,últimas,2016-10-03 17:45:58,8.36.1500.10 P
3281168091403_1,últimas,2016-10-03 17:45:58,8.36.1500.10 P
3286129573690_0,vio,2016-08-04 12:15:17,8.34.1550.40 F
3286129573690_1,táctico,2016-08-04 12:15:17,8.34.1550.40 F
3297217392250,órganos,2016-07-25 21:35:14,8.52.1507.30 K
3297766672726_1,órganos,2016-10-06 10:19:37,8.30.1501.10 G
3304383544701,órganos,2016-06-30 14:09:16,8.32.1546.30 H
3304943400163_0,vecino,2016-09-26 14:08:57,8.99.1503.30 L
3304943400163_1,volvía,2016-09-26 14:08:57,8.99.1503.30 L
3305378447717,volara,2016-08-22 09:49:02,M0047MCX0044
3313239953405_0,zabala,2016-02-14 09:40:26,8.28.1300.10 L
3313239953405_1,zidane,2016-02-14 09:40:26,8.28.1300.10 L
3322735353326_0,últimas,2016-07-07 13:42:21,8.73.1622.50 D
3322735353326_1,reconocido,2016-07-07 13:42:21,8.73.1622.50 D
3323338603416,unión,2016-05-18 17:10:43,8.35.1506.30 H
3323614987641_0,últimas,2016-08-31 09:37:59,8.32.1556.30 J
3323614987641_1,teníamos,2016-08-31 09:37:59,8.32.1556.30 J
3324105008796,volara,2016-06-07 21:02:42,8.21.1522.10 C
3325644155388_0,órganos,2016-05-17 22:03:09,8.25.1500.30 N
3325644155388_1,tratada,2016-05-17 22:03:09,8.25.1500.30 N
3334162372281,volara,2016-09-26 14:08:33,8.27.1555.30 E
3338355677011_1,órganos,2016-09-23 14:13:47,8.42.1401.10 K
3339522265260,última,2016-05-24 16:26:24,8.28.1318.30 M
3339643790065,órganos,2016-06-04 09:52:40,8.28.1522.10 B
3340940814248,restaurar,2016-04-28 08:17:47,8.43.1510.30 L
334247683456,volvía,2016-04-26 16:13:52,8.21.1510.10 G
3342513496120_0,zona,2016-09-29 13:32:51,8.32.1546.30 H
3342513496120_1,xunta,2016-09-29 13:32:51,8.32.1546.30 H
3342513496120_2,órganos,2016-09-29 13:32:51,8.32.1546.30 H
3342513496120_3,termina,2016-09-29 13:32:51,8.32.1546.30 H
3342513496120_4,vivido,2016-09-29 13:32:51,8.32.1546.30 H
3347999286106_1,ver,2016-07-26 18:53:44,8.42.1601.50 K
3347999286106_2,órganos,2016-07-26 18:53:44,8.42.1601.50 K
3347999286106_3,órganos,2016-07-26 18:53:44,8.42.1601.50 K
3349481349655_0,tiene,2016-07-21 19:05:29,8.32.1506.10 H
3349481349655_1,volvía,2016-07-21 19:05:29,8.32.1506.10 H
3349695569227_0,perdono,2016-04-12 08:29:57,8.27.1353.30 K
3349695569227_1,utilicen,2016-04-12 08:29:57,8.27.1353.30 K
3358545168106,últimas,2016-09-01 12:48:29,M0051MCX0033
3360093304466_1,tratar,2016-09-09 21:11:45,8.32.1556.30 J
3361854090766_1,últimas,2016-09-13 22:24:07,8.90.1600.50 M
3361949357554_0,viernes,2016-05-24 14:09:10,8.28.1318.30 M
3361949357554_1,últimas,2016-05-24 14:09:10,8.28.1318.30 M
3363140791305,revelan,2016-06-13 20:43:54,8.23.1502.30 H
336814058756,volara,2016-08-02 10:49:29,8.22.1500.30 G
3371194811219,ángel,2016-05-09 21:08:31,8.32.1501.10 J
3371985680799_1,álvarez,2016-05-03 21:53:25,8.21.1521.10 C
3371985680799_2,órganos,2016-05-03 21:53:25,8.21.1521.10 C
3376052634111,últimas,2016-09-26 12:13:49,8.36.1500.10 P
3378183846158,órganos,2016-09-28 21:28:33,8.28.1300.10 L
3380838166988,volvía,2016-06-27 12:08:39,8.43.1572.30 J
3384488300781_1,surgen,2016-05-06 16:10:39,M0047MCX0008
3384488300781_2,reacciones,2016-05-06 16:10:39,M0047MCX0008
3389438222228,últimas,2016-09-30 14:22:42,8.90.1600.50 M
3391733291016,últimas,2016-07-21 13:22:33,8.27.1566.30 F
3393423047636_1,vivieron,2016-05-16 08:43:35,8.52.1503.30 K
3403781975835,órganos,2016-05-19 21:35:28,M0047MCX0006
3409342455911,volvía,2016-07-13 12:24:45,8.27.1510.30 F
3411711906619_1,viven,2016-07-26 19:29:56,8.47.1503.30 D
3413702745215,últimas,2016-05-17 16:51:36,8.36.1508.10 A
3417621675916_1,volar,2016-06-15 17:57:19,8.26.1503.10 H
3417621675916_2,tratada,2016-06-15 17:57:19,8.26.1503.10 H
3425225937297_1,viene,2016-09-09 16:18:22,8.99.1501.30 I
3425225937297_2,áfrica,2016-09-09 16:18:22,8.99.1501.30 I
3425225937297_3,órganos,2016-09-09 16:18:22,8.99.1501.30 I
3425510128314,tenía,2016-09-30 14:06:36,8.27.1600.50 L
3434001239385,álvarez,2016-06-22 10:30:33,8.28.1308.20 O
3435535837841,salido,2016-08-30 13:01:09,8.32.1501.10 J
3441655253611_1,volar,2016-06-16 10:08:14,8.26.1504.10 M
3444943024695,últimas,2016-05-09 13:01:14,8.35.1506.30 H
3446663841536_0,zarzalejos,2016-05-04 08:30:07,8.28.1516.10 M
3446663841536_1,vivieron,2016-05-04 08:30:07,8.28.1516.10 M
3446663841536_2,xunta,2016-05-04 08:30:07,8.28.1516.10 M
3447439759669_1,últimas,2016-05-30 16:43:47,8.24.1408.30 N
3447786533597_0,tiene,2016-07-27 13:54:03,8.43.1510.30 L
3447786533597_1,sufrir,2016-07-27 13:54:03,8.43.1510.30 L
3457473732138,últimas,2016-06-04 13:06:38,8.28.1508.10 H
3458608879489_0,zona,2016-06-14 14:15:58,8.25.1500.30 N
3458608879489_1,teníamos,2016-06-14 14:15:58,8.25.1500.30 N
3458736781443_1,xunta,2016-06-20 13:05:30,8.24.1403.30 K
3464414656298,viernes,2016-09-28 14:07:39,8.28.1300.10 L
3470976135682_1,vivido,2016-09-12 14:09:17,8.26.1505.10 L
3473818902467_0,órganos,2016-09-13 14:19:05,8.27.1562.30 J
3473818902467_1,teníamos,2016-09-13 14:19:05,8.27.1562.30 J
3475558896117,órganos,2016-10-08 13:56:27,8.24.1407.30 Q
3477263882293,últimas,2016-09-06 20:51:43,8.31.1505.30 I
3481380629275,órganos,2016-07-28 08:32:30,8.34.1400.30 J
3481676675231_0,órganos,2016-06-29 10:33:05,8.43.1511.30 J
3481676675231_1,áfrica,2016-06-29 10:33:05,8.43.1511.30 J
3481676675231_2,ángel,2016-06-29 10:33:05,8.43.1511.30 J
3482813803104,órganos,2016-08-08 14:07:40,8.45.1400.30 A
3488559319491,tienen,2016-06-30 14:16:08,8.31.1406.30 H
3491396579116,mejor,2016-09-29 10:44:01,8.31.1407.30 H
3495046622692,volara,2016-07-08 20:40:06,8.43.1570.30 J
3495910129307,últimas,2016-05-29 10:13:22,8.28.1303.20 F
350309327387_0,xunta,2016-10-04 10:30:22,8.52.1501.30 G
350309327387_1,últimas,2016-10-04 10:30:22,8.52.1501.30 G
3507111641427,volvía,2016-05-16 16:24:13,M0047MCX0008
3509169791362_1,ángel,2016-04-19 21:39:50,8.52.1504.10 F
351014777076,últimas,2016-09-09 17:37:38,M0051MCX0038
3514818931762_1,últimas,2016-05-05 19:02:58,8.21.1513.20 K
351615794581,últimas,2016-03-29 13:55:07,8.99.1400.10 J
3520202967756,zona,2016-09-29 13:26:23,8.27.1563.30 F
3523423966120,órganos,2016-09-13 13:29:28,8.21.1515.30 M
3527542179598_0,órganos,2016-09-14 17:08:31,8.43.1660.50 M
3527542179598_1,órganos,2016-09-14 17:08:31,8.43.1660.50 M
3537090562261_1,vacía,2016-10-03 21:56:04,8.36.1602.50 J
3537090562261_2,ver,2016-10-03 21:56:04,8.36.1602.50 J
3537090562261_3,últimas,2016-10-03 21:56:04,8.36.1602.50 J
3537274007685_1,venta,2016-09-30 13:03:13,8.38.1605.20 H
3538399874926_1,utilicen,2016-09-15 13:20:11,8.22.1502.30 J
35460084478,órganos,2016-09-01 14:30:29,M0046MCX0048
3549886101044,técnicas,2016-10-10 14:06:55,8.34.1543.30 K
3550014927170_0,término,2016-05-12 14:26:50,8.21.1523.10 D
3550014927170_1,tratada,2016-05-12 14:26:50,8.21.1523.10 D
3551973764451,traduzco,2016-04-01 22:18:44,8.28.1300.10 L
3560731134747,ver,2016-08-03 11:05:58,8.26.1505.10 L
3566498392211,toro,2016-08-22 20:33:47,8.24.1426.30 I
3570551413586,últimas,2016-10-06 16:10:00,8.28.1461.30 F
3578908291849,volara,2016-08-26 10:22:06,8.32.1545.30 J
3579042706868,volvía,2016-05-23 17:51:28,8.52.1503.30 K
3579237209578,órganos,2016-06-14 16:46:12,M0049MCX0015
3592357132894,volara,2016-07-21 09:57:56,M0051MCX0023
3599329811268_0,volvía,2016-05-24 16:01:01,8.28.1318.30 M
3599329811268_1,últimas,2016-05-24 16:01:01,8.28.1318.30 M
3603155099270_1,xunta,2016-07-18 16:22:37,8.27.1566.30 F
3603155099270_2,órganos,2016-07-18 16:22:37,8.27.1566.30 F
3605187557700_0,órganos,2016-06-30 18:14:23,8.43.1451.30 I
3605187557700_1,órganos,2016-06-30 18:14:23,8.43.1451.30 I
3605187557700_2,últimas,2016-06-30 18:14:23,8.43.1451.30 I
3605187557700_3,órganos,2016-06-30 18:14:23,8.43.1451.30 I
3607370784837,órganos,2016-07-26 21:36:02,M0052MCX0016
3616339539810_1,xunta,2016-05-03 18:18:53,8.33.1500.30 J
3616992440273_1,últimas,2016-05-13 18:37:44,8.28.1518.10 I
3616992440273_2,xunta,2016-05-13 18:37:44,8.28.1518.10 I
3616992440273_3,zarzalejos,2016-05-13 18:37:44,8.28.1518.10 I
3622991935908,volara,2016-05-13 13:37:18,8.28.1505.20 J
362454773819_1,tuvo,2016-04-26 11:19:32,8.33.1502.30 O
362539359457_1,restaurar,2016-09-08 14:11:16,8.28.1523.30 A
362539359457_2,zona,2016-09-08 14:11:16,8.28.1523.30 A
362539359457_3,vivido,2016-09-08 14:11:16,8.28.1523.30 A
3628421751698,órganos,2016-05-30 17:54:16,8.30.1503.10 F
3631516983200_0,restaurar,2016-09-13 09:08:06,8.35.1503.10 P
3631516983200_1,últimas,2016-09-13 09:08:06,8.35.1503.10 P
3632670658912,órganos,2016-07-09 13:28:40,8.52.1508.30 D
3633929337537_1,ángel,2016-04-28 10:13:25,8.30.1503.10 F
3634590946176,rey,2016-07-06 12:49:09,8.47.1503.30 D
3637559870563_1,álvarez,2016-09-28 14:51:52,M0046MCX0098
3639258708043_1,volar,2016-05-24 17:47:01,8.52.1506.30 E
3639258708043_2,volar,2016-05-24 17:47:01,8.52.1506.30 E
3639258708043_3,últimas,2016-05-24 17:47:01,8.52.1506.30 E
3644620745816,volara,2016-07-18 12:20:57,8.27.1562.30 J
3654493235698,órganos,2016-10-10 10:56:01,8.28.1307.20 K
3656205452323_1,sufrir,2016-05-17 14:19:51,8.38.1502.30 H
3656371280634_1,últimas,2016-07-27 21:49:52,8.47.1503.30 D
3660215976135,término,2016-05-16 21:32:30,8.26.1502.10 E
3663406991923,sumergirse,2016-07-13 18:24:29,8.31.1610.30 D
3664573141131,volvía,2016-05-17 21:56:50,8.25.1500.30 N
366763461720_1,últimas,2016-07-14 17:56:55,8.31.1402.30 H
3670296526160_1,sumergirse,2016-06-28 20:13:01,8.28.1462.20 E
3676230352978_0,vivió,2016-06-09 10:20:50,8.33.1506.30 H
3676230352978_1,vivido,2016-06-09 10:20:50,8.33.1506.30 H
368836708626,órganos,2016-07-04 17:49:24,M0050MCX0030
3692502970754_0,volvía,2016-08-08 07:47:15,8.28.1318.30 M
3692502970754_1,últimas,2016-08-08 07:47:15,8.28.1318.30 M
3695992649634,últimas,2016-09-07 12:37:15,8.28.1461.30 F
3697140122161_0,rey,2016-06-30 16:53:17,M0050MCX0030
3697140122161_1,órganos,2016-06-30 16:53:17,M0050MCX0030
3697140122161_2,vivido,2016-06-30 16:53:17,M0050MCX0030
3697705371963,táctico,2016-06-08 12:55:42,8.33.1507.30 J
3697740715198,traumatizó,2016-09-20 16:07:14,8.33.1508.30 F
3697841184225_0,une,2016-09-30 18:21:53,8.27.1603.50 O
3697841184225_1,washington,2016-09-30 18:21:53,8.27.1603.50 O
3697841184225_2,zidane,2016-09-30 18:21:53,8.27.1603.50 O
3700628277201,órganos,2016-06-13 22:21:32,8.27.1552.30 C
370501323073,salido,2016-08-26 11:27:53,8.32.1545.30 J
3705303513941_1,tratada,2016-05-07 10:14:53,8.52.1504.10 F
3710683707601,volar,2016-07-07 16:43:49,8.27.1595.30 G
3711679050089,ver,2016-10-10 21:10:12,8.25.1500.30 O
3714154499107_0,órganos,2016-04-12 11:11:23,M0046MCX0012
3714154499107_1,órganos,2016-04-12 11:11:23,M0046MCX0012
3718501167037,órganos,2016-09-30 19:29:48,8.36.1501.10 N
3719363495587_1,últimas,2016-07-01 16:38:44,8.36.1502.30 I
3726208239392,unión,2016-08-23 09:53:14,8.35.1506.30 H
372878148720,zarzalejos,2016-07-12 12:43:41,8.24.1407.30 Q
3734155538000,trasladado,2016-07-11 22:12:02,8.21.1523.10 D
3737137814655,tratada,2016-10-04 13:16:06,8.27.1555.30 E
3737869516167,tenía,2016-09-30 14:12:03,8.27.1600.50 L
3738232086297_1,órganos,2016-07-26 14:21:56,8.24.1601.50 H
3739378952881,volvía,2016-10-06 13:32:47,8.33.1502.30 O
374376447075_1,últimas,2016-08-30 21:43:25,M0051MCX0027
3749949528467_1,situará,2016-08-29 20:33:10,8.33.1504.30 E
3751220847977,volara,2016-08-05 10:21:37,8.28.1310.30 U
3758234707919_1,ética,2016-06-21 16:51:50,8.30.1505.10 E
3760292297894_1,ver,2016-04-29 19:23:32,8.26.1505.10 K
3761688540566,órganos,2016-07-07 19:14:39,8.73.1642.50 D
3762491737438,órganos,2016-10-06 18:04:43,8.25.1508.30 K
377046315075_1,streisand,2016-05-16 17:11:31,M0047MCX0008
3776539004196_1,últimas,2016-06-20 13:50:34,8.43.1572.30 J
3781795826212_1,viven,2016-06-22 13:03:56,8.47.1503.30 D
3789827994059_0,últimas,2016-07-25 12:34:32,8.34.1516.30 J
3789827994059_1,últimas,2016-07-25 12:34:32,8.34.1516.30 J
3789827994059_2,zidane,2016-07-25 12:34:32,8.34.1516.30 J
3793021490921_1,regresar,2016-08-29 18:36:08,8.43.1543.30 K
3793586326652_1,órganos,2016-09-02 17:00:25,8.35.1621.50 J
3796967927548,últimas,2016-07-15 10:52:39,8.35.1600.20 H
3801224390919,seguirá,2016-10-05 10:16:44,8.52.1503.30 K
3801224686467,volara,2016-06-09 18:59:07,8.32.1501.10 J
380294782908_1,washington,2016-09-30 18:20:22,8.27.1603.50 O
380294782908_2,zidane,2016-09-30 18:20:22,8.27.1603.50 O
381514746304,viernes,2016-06-08 07:41:58,8.28.1300.10 L
3817535669924,vivido,2016-07-01 12:49:17,8.49.1500.10 F
3817681879112,últimas,2016-05-04 14:31:56,8.36.1502.30 G
3819667854048_1,órganos,2016-10-10 14:01:30,8.89.1607.30 G
3820071292073,volara,2016-05-07 13:01:35,8.34.1510.30 F
3820177875100,volara,2016-08-07 14:02:30,8.28.1318.30 M
3823295563956,volara,2016-10-10 17:46:47,8.99.1505.10 A
3823942704676,prolonga,2016-06-28 16:57:04,8.32.1545.30 J
3838957779680,últimas,2016-08-12 07:59:49,8.20.1500.10 I
383927142887,volvía,2016-09-27 10:54:21,M0055MCX0013
3853904792164,volara,2016-05-13 12:19:47,8.21.1523.10 D
3854755567451_1,últimas,2016-09-28 15:57:45,8.28.1300.10 L
3856833656641_1,últimas,2016-06-20 07:49:56,8.43.1404.10 G
3861951156986,zona,2016-06-10 16:05:16,8.73.1503.30 E
3864603431086_0,últimas,2016-06-07 11:31:59,8.48.1505.10 J
3864603431086_1,trasladado,2016-06-07 11:31:59,8.48.1505.10 J
3876151014632,últimas,2016-09-19 10:41:54,8.47.1503.30 D
3876798483027,vivido,2016-10-10 22:11:48,8.31.1506.30 I
3877176795933_0,sucedido,2016-05-23 21:56:43,8.52.1507.30 K
3877176795933_1,últimas,2016-05-23 21:56:43,8.52.1507.30 K
3877176795933_2,áfrica,2016-05-23 21:56:43,8.52.1507.30 K
389168291131,vida,2016-06-04 11:11:20,8.28.1508.10 H
3892390679937,órganos,2016-04-26 18:35:15,8.34.1509.30 J
3894249792428_1,volar,2016-06-08 13:56:45,8.21.1522.10 C
3895622272245_1,órganos,2016-04-26 22:06:42,M0046MCX0025
3895622272245_2,vivido,2016-04-26 22:06:42,M0046MCX0025
3899150363835,volara,2016-06-15 16:35:53,8.26.1504.10 M
3899961273910,últimas,2016-03-07 08:09:22,8.00.1301.30 G
3901905769771_1,técnicas,2016-08-01 09:57:43,8.34.1509.30 J
3901905769771_2,últimas,2016-08-01 09:57:43,8.34.1509.30 J
390437029057,situará,2016-05-30 13:51:15,M0048MCX0010
3906306623136,volvía,2016-04-08 14:54:00,8.30.1505.10 E
391120316916,tratada,2016-08-23 09:40:42,8.24.1405.30 L
391949672893_1,viven,2016-10-06 13:51:51,8.47.1503.30 D
3922202154419,volvía,2016-07-01 18:35:05,8.32.1501.10 J
3924074675311,ángel,2016-06-28 21:12:10,8.99.1503.30 L
3929883150132_1,volara,2016-05-24 21:31:12,M0047MCX0024
3932477067994_0,tribunal,2016-07-07 10:26:56,8.36.1500.10 P
3932477067994_1,zidane,2016-07-07 10:26:56,8.36.1500.10 P
3934191264684_1,xunta,2016-09-28 19:18:53,8.27.1553.30 E
3934191264684_2,zarzalejos,2016-09-28 19:18:53,8.27.1553.30 E
3936026439807,visto,2016-04-27 13:24:04,M0046MCX0030
393632741685,volara,2016-07-27 12:13:10,8.32.1556.30 J
3939706471989,volara,2016-06-08 20:59:57,8.32.1502.30 H
3942771261327,volar,2016-04-19 14:23:25,8.21.1521.10 C
3944480041049_1,xunta,2016-08-23 10:13:02,8.30.1502.10 J
3944480041049_2,últimas,2016-08-23 10:13:02,8.30.1502.10 J
3944739705809,variarán,2016-09-09 14:08:52,8.30.1507.10 C
3953648023003,últimas,2016-08-30 20:31:16,8.32.1556.30 J
3953989658268_0,teníamos,2016-05-09 14:14:04,8.25.1501.30 J
3953989658268_1,últimas,2016-05-09 14:14:04,8.25.1501.30 J
3954017553236,seguidas,2016-07-19 13:54:27,8.34.1544.30 G
3959368890383_1,últimas,2016-09-20 13:47:21,8.26.1600.30 I
3964690919664_0,últimas,2016-09-28 23:57:22,M0046MCX0107
3964690919664_1,vivir,2016-09-28 23:57:22,M0046MCX0107
3965609006619_0,tienen,2016-05-11 22:19:51,8.43.1543.30 K
3965609006619_1,órganos,2016-05-11 22:19:51,8.43.1543.30 K
3974236602669,traumatizó,2016-05-03 13:58:05,8.33.1401.30 I
3980730578145_0,órganos,2016-07-06 21:22:22,8.33.1500.30 J
3980730578145_1,vivido,2016-07-06 21:22:22,8.33.1500.30 J
3981107106302,volara,2016-04-28 19:19:16,8.28.1508.10 G
3985319603,volara,2016-09-07 19:08:55,8.99.1450.30 B
3986726683933,técnicas,2016-09-23 19:14:27,8.36.1501.10 N
3988115115880,vivir,2016-09-28 20:46:58,8.28.1300.10 L
3994796128127,volvía,2016-08-09 11:24:49,8.29.1503.10 I
3999453406154,últimas,2016-09-27 12:48:19,8.28.1516.10 M
4006450606144,volvía,2016-09-23 08:27:16,8.21.1516.30 J
4006802799489,vida,2016-06-03 08:17:12,8.30.1503.10 F
4013137538973,órganos,2016-09-14 22:21:11,8.21.1510.10 G
4017202438682,tienen,2016-04-19 13:46:50,8.00.1300.30 M
4017660961965_1,nan,2016-09-30 07:56:39,8.28.1311.30 V
4023332995646_1,washington,2016-04-08 18:49:53,8.43.1510.30 L
4023332995646_2,zidane,2016-04-08 18:49:53,8.43.1510.30 L
4023341081251,término,2016-10-10 21:30:45,8.36.1500.10 Q
4025317477612_0,órganos,2016-09-21 11:08:31,8.33.1502.30 O
4025317477612_1,tratada,2016-09-21 11:08:31,8.33.1502.30 O
4025392147701_1,volar,2016-05-18 08:34:02,8.21.1510.10 G
4026091668137_0,órganos,2016-07-15 13:14:05,8.73.1500.30 I
4026091668137_1,salido,2016-07-15 13:14:05,8.73.1500.30 I
4026091668137_2,xunta,2016-07-15 13:14:05,8.73.1500.30 I
4026091668137_3,últimas,2016-07-15 13:14:05,8.73.1500.30 I
4032848379949,teníamos,2016-08-16 14:24:30,8.25.1500.30 N
4033810685942,últimas,2016-07-25 20:46:05,8.33.1502.30 O
4036133836973,últimas,2016-04-08 10:04:27,8.38.1502.30 H
4043189071571_1,utilicen,2016-09-27 12:48:41,8.32.1546.30 H
4048358207895,telecom,2016-04-27 21:25:34,8.34.1543.30 I
4050878700209_1,sufrió,2016-05-05 10:26:05,M0046MCX0031
4056159008485_1,ética,2016-06-13 08:38:33,8.30.1505.10 E
4060788669011_1,órganos,2016-07-25 08:41:09,8.23.1500.30 I
4062706292367,volvía,2016-05-07 13:32:49,8.52.1508.30 D
4065125888323,vivir,2016-09-28 22:06:03,8.28.1300.10 L
4069127327667,últimas,2016-05-16 09:56:24,8.36.1508.10 A
4069237531393,vivió,2016-05-20 17:55:20,8.33.1507.30 J
4074328305717_0,volvía,2016-06-03 13:18:24,8.21.1521.10 C
4074328305717_1,teníamos,2016-06-03 13:18:24,8.21.1521.10 C
4074328305717_2,restaurar,2016-06-03 13:18:24,8.21.1521.10 C
4074328305717_3,washington,2016-06-03 13:18:24,8.21.1521.10 C
4075192795342_0,últimas,2016-05-10 10:20:48,8.48.1504.10 O
4075192795342_1,seguidas,2016-05-10 10:20:48,8.48.1504.10 O
4084583604115_0,órganos,2016-05-05 22:15:40,8.21.1513.20 K
4084583604115_1,vivido,2016-05-05 22:15:40,8.21.1513.20 K
4086099493229,órganos,2016-04-29 13:35:15,8.27.1595.30 G
4087417584708,ver,2016-06-22 08:11:12,M0046MCX0052
4093719571792_1,nan,2016-09-30 08:00:27,8.28.1311.30 V
4098418524743,volara,2016-06-27 21:36:25,8.34.1543.30 J
4099505653725_0,ver,2016-10-07 21:21:12,8.30.1502.10 J
4099505653725_1,ángel,2016-10-07 21:21:12,8.30.1502.10 J
4099505653725_2,últimas,2016-10-07 21:21:12,8.30.1502.10 J
4104348695911,tribunal,2016-08-09 10:59:29,M0052MCX0019
4105000208155,vida,2016-07-06 11:12:45,8.52.1508.30 D
4106103629225_1,xunta,2016-09-27 22:24:19,8.49.1502.10 F
4109179972748_0,vivió,2016-06-09 10:14:33,8.33.1506.30 H
4109179972748_1,vivido,2016-06-09 10:14:33,8.33.1506.30 H
4115575710798,volvía,2016-08-03 09:57:37,8.26.1505.10 L
4115603151329,telecom,2016-05-10 17:55:12,8.33.1502.30 O
4116495905508_0,últimas,2016-07-07 14:08:38,8.48.1504.10 O
4116495905508_1,termina,2016-07-07 14:08:38,8.48.1504.10 O
4116495905508_2,xunta,2016-07-07 14:08:38,8.48.1504.10 O
4116495905508_3,termina,2016-07-07 14:08:38,8.48.1504.10 O
4116495905508_4,washington,2016-07-07 14:08:38,8.48.1504.10 O
4118105002854,triste,2016-02-26 13:24:50,8.28.1300.10 L
4121094315580_0,órganos,2016-10-07 14:12:10,8.32.1546.30 H
4121094315580_1,órganos,2016-10-07 14:12:10,8.32.1546.30 H
4121094315580_2,xunta,2016-10-07 14:12:10,8.32.1546.30 H
412193478235_1,tratada,2016-10-05 11:15:48,8.33.1507.30 J
4122472504624,zona,2016-04-12 12:17:11,M0047MCX0003
4124397949455_0,vida,2016-05-13 13:13:52,M0047MCX0008
4124397949455_1,últimas,2016-05-13 13:13:52,M0047MCX0008
4124823815540_1,zarzalejos,2016-08-31 09:49:02,8.27.1562.30 J
4124861435934,volvía,2016-06-02 19:33:26,8.27.1552.30 C
4125476943065_1,tratada,2016-10-05 11:28:42,8.33.1507.30 J
4127015738289,tribunal,2016-06-10 13:29:53,8.21.1512.20 F
4127893503253,revelan,2016-06-08 17:00:44,8.27.1592.30 G
4128825860648_0,viernes,2016-06-22 12:53:16,8.23.1503.30 J
4128825860648_1,volcar,2016-06-22 12:53:16,8.23.1503.30 J
4129652312842,órganos,2016-06-17 10:21:23,8.47.1300.20 I
4130530398323_0,tenía,2016-05-16 08:23:33,8.52.1503.30 K
4130530398323_1,volvía,2016-05-16 08:23:33,8.52.1503.30 K
4130530398323_2,vivieron,2016-05-16 08:23:33,8.52.1503.30 K
4137368791905_0,salido,2016-10-07 14:12:23,8.24.1422.30 G
4137368791905_1,últimas,2016-10-07 14:12:23,8.24.1422.30 G
4137564957834_0,volar,2016-09-23 22:25:39,8.28.1509.10 K
4137564957834_1,une,2016-09-23 22:25:39,8.28.1509.10 K
413942574972,victoria,2016-09-02 10:38:04,8.27.1562.30 J
4140570658081,órganos,2016-06-14 22:36:10,8.31.1503.30 H
4140668844452,volara,2016-10-10 11:25:41,8.21.1515.30 M
4143107077883,vuelo,2016-09-28 21:29:14,8.28.1300.10 L
4143828512963_0,ver,2016-07-26 21:32:06,8.35.1506.30 H
4143828512963_1,tenía,2016-07-26 21:32:06,8.35.1506.30 H
4147502727319_0,único,2016-07-07 21:53:16,8.32.1530.10 G
4147502727319_1,órganos,2016-07-07 21:53:16,8.32.1530.10 G
4150519500117,volvía,2016-06-14 16:58:26,8.28.1451.30 O
4153293861462,órganos,2016-10-04 22:06:11,8.47.1503.30 D
4155194855724,volvía,2016-08-30 10:18:33,8.34.1516.30 J
4159169317663,órganos,2016-06-01 12:36:50,8.27.1501.30 J
4160508729885_0,tribunal,2016-07-07 11:11:41,8.36.1500.10 P
4160508729885_1,zidane,2016-07-07 11:11:41,8.36.1500.10 P
